slug,inferred_name,url
master-of-speech-language-pathology,master of speech language pathology,https://www.sydney.edu.au/courses/courses/pc/master-of-speech-language-pathology.html
graduate-diploma-in-crosscultural-and-applied-linguistics,graduate diploma in crosscultural and applied linguistics,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-crosscultural-and-applied-linguistics.html
master-of-crosscultural-and-applied-linguistics,master of crosscultural and applied linguistics,https://www.sydney.edu.au/courses/courses/pc/master-of-crosscultural-and-applied-linguistics.html
master-of-global-health,master of global health,https://www.sydney.edu.au/courses/courses/pc/master-of-global-health.html
graduate-diploma-in-public-health0,graduate diploma in public health0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-public-health0.html
graduate-diploma-in-psychology0,graduate diploma in psychology0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-psychology0.html
graduate-diploma-in-medicine-general-practice-and-primary-health-care,graduate diploma in medicine general practice and primary health care,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-medicine-general-practice-and-primary-health-care.html
master-of-public-health0,master of public health0,https://www.sydney.edu.au/courses/courses/pc/master-of-public-health0.html
master-of-medicine-trauma-informed-psychotherapy,master of medicine trauma informed psychotherapy,https://www.sydney.edu.au/courses/courses/pc/master-of-medicine-trauma-informed-psychotherapy.html
graduate-diploma-in-medicine-trauma-informed-psychotherapy,graduate diploma in medicine trauma informed psychotherapy,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-medicine-trauma-informed-psychotherapy.html
graduate-certificate-in-medicine-trauma-informed-psychotherapy,graduate certificate in medicine trauma informed psychotherapy,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-medicine-trauma-informed-psychotherapy.html
master-of-design-design-innovation-strategic-design,master of design design innovation strategic design,https://www.sydney.edu.au/courses/courses/pc/master-of-design-design-innovation-strategic-design.html
master-of-design-design-innovation,master of design design innovation,https://www.sydney.edu.au/courses/courses/pc/master-of-design-design-innovation.html
master-of-design-strategic-design,master of design strategic design,https://www.sydney.edu.au/courses/courses/pc/master-of-design-strategic-design.html
graduate-diploma-in-design,graduate diploma in design,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-design.html
master-of-science-in-medicine-advanced-trauma-informed-psychotherapy,master of science in medicine advanced trauma informed psychotherapy,https://www.sydney.edu.au/courses/courses/pc/master-of-science-in-medicine-advanced-trauma-informed-psychotherapy.html
master-of-science-in-medicine-trauma-informed-psychotherapy,master of science in medicine trauma informed psychotherapy,https://www.sydney.edu.au/courses/courses/pc/master-of-science-in-medicine-trauma-informed-psychotherapy.html
graduate-diploma-in-science-in-medicine-trauma-informed-psychotherapy,graduate diploma in science in medicine trauma informed psychotherapy,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-science-in-medicine-trauma-informed-psychotherapy.html
graduate-certificate-in-science-in-medicine-trauma-informed-psychotherapy,graduate certificate in science in medicine trauma informed psychotherapy,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-science-in-medicine-trauma-informed-psychotherapy.html
graduate-diploma-in-medicine-child-and-adolescent-health,graduate diploma in medicine child and adolescent health,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-medicine-child-and-adolescent-health.html
graduate-certificate-in-medicine-child-and-adolescent-health,graduate certificate in medicine child and adolescent health,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-medicine-child-and-adolescent-health.html
master-of-medicine-child-and-adolescent-health,master of medicine child and adolescent health,https://www.sydney.edu.au/courses/courses/pc/master-of-medicine-child-and-adolescent-health.html
graduate-certificate-in-transport,graduate certificate in transport,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-transport.html
graduate-diploma-in-transport,graduate diploma in transport,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-transport.html
master-of-transport,master of transport,https://www.sydney.edu.au/courses/courses/pc/master-of-transport.html
graduate-certificate-in-medicine-genomics-and-precision-medicine,graduate certificate in medicine genomics and precision medicine,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-medicine-genomics-and-precision-medicine.html
graduate-diploma-in-advanced-surgery-breast-surgery,graduate diploma in advanced surgery breast surgery,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-advanced-surgery-breast-surgery.html
graduate-diploma-in-medicine-genomics-and-precision-medicine,graduate diploma in medicine genomics and precision medicine,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-medicine-genomics-and-precision-medicine.html
graduate-diploma-in-surgery,graduate diploma in surgery,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-surgery.html
master-of-advanced-surgery-breast-surgery,master of advanced surgery breast surgery,https://www.sydney.edu.au/courses/courses/pc/master-of-advanced-surgery-breast-surgery.html
master-of-medicine-advanced-genomics-and-precision-medicine,master of medicine advanced genomics and precision medicine,https://www.sydney.edu.au/courses/courses/pc/master-of-medicine-advanced-genomics-and-precision-medicine.html
master-of-medicine-genomics-and-precision-medicine,master of medicine genomics and precision medicine,https://www.sydney.edu.au/courses/courses/pc/master-of-medicine-genomics-and-precision-medicine.html
doctor-of-medicine0,doctor of medicine0,https://www.sydney.edu.au/courses/courses/pc/doctor-of-medicine0.html
master-of-surgery,master of surgery,https://www.sydney.edu.au/courses/courses/pc/master-of-surgery.html
graduate-certificate-in-advanced-surgery-breast-surgery,graduate certificate in advanced surgery breast surgery,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-advanced-surgery-breast-surgery.html
graduate-certificate-in-surgery,graduate certificate in surgery,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-surgery.html
master-of-exercise-physiology0,master of exercise physiology0,https://www.sydney.edu.au/courses/courses/pc/master-of-exercise-physiology0.html
graduate-certificate-in-commerce0,graduate certificate in commerce0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-commerce0.html
master-of-commerce0,master of commerce0,https://www.sydney.edu.au/courses/courses/pc/master-of-commerce0.html
master-of-commerce-extension,master of commerce extension,https://www.sydney.edu.au/courses/courses/pc/master-of-commerce-extension.html
graduate-diploma-in-commerce0,graduate diploma in commerce0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-commerce0.html
graduate-certificate-in-agriculture-and-environment,graduate certificate in agriculture and environment,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-agriculture-and-environment.html
master-of-biomedical-science-genomics-and-precision-medicine,master of biomedical science genomics and precision medicine,https://www.sydney.edu.au/courses/courses/pc/master-of-biomedical-science-genomics-and-precision-medicine.html
master-of-biomedical-science-infection-and-immunity,master of biomedical science infection and immunity,https://www.sydney.edu.au/courses/courses/pc/master-of-biomedical-science-infection-and-immunity.html
master-of-dental-public-health,master of dental public health,https://www.sydney.edu.au/courses/courses/pc/master-of-dental-public-health.html
master-of-professional-engineering-accelerated-chemical-and-biomolecular,master of professional engineering accelerated chemical and biomolecular,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-accelerated-chemical-and-biomolecular.html
graduate-diploma-in-biomedical-science-genomics-and-precision-medicine,graduate diploma in biomedical science genomics and precision medicine,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-biomedical-science-genomics-and-precision-medicine.html
graduate-diploma-in-biomedical-science-infection-and-immunity,graduate diploma in biomedical science infection and immunity,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-biomedical-science-infection-and-immunity.html
graduate-certificate-in-biomedical-science-infection-and-immunity,graduate certificate in biomedical science infection and immunity,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-biomedical-science-infection-and-immunity.html
graduate-certificate-in-biomedical-science-genomics-and-precision-medicine,graduate certificate in biomedical science genomics and precision medicine,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-biomedical-science-genomics-and-precision-medicine.html
graduate-diploma-in-social-justice-peace-and-conflict-studies,graduate diploma in social justice peace and conflict studies,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-social-justice-peace-and-conflict-studies.html
graduate-diploma-in-social-justice-development-studies,graduate diploma in social justice development studies,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-social-justice-development-studies.html
graduate-certificate-in-social-justice,graduate certificate in social justice,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-social-justice.html
graduate-diploma-in-social-justice-human-rights,graduate diploma in social justice human rights,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-social-justice-human-rights.html
master-of-social-justice-peace-and-conflict-studies,master of social justice peace and conflict studies,https://www.sydney.edu.au/courses/courses/pc/master-of-social-justice-peace-and-conflict-studies.html
master-of-social-justice-human-rights,master of social justice human rights,https://www.sydney.edu.au/courses/courses/pc/master-of-social-justice-human-rights.html
master-of-social-justice-development-studies,master of social justice development studies,https://www.sydney.edu.au/courses/courses/pc/master-of-social-justice-development-studies.html
master-of-science-in-medicine-advanced-critical-care-medicine,master of science in medicine advanced critical care medicine,https://www.sydney.edu.au/courses/courses/pc/master-of-science-in-medicine-advanced-critical-care-medicine.html
master-of-science-in-medicine-critical-care-medicine,master of science in medicine critical care medicine,https://www.sydney.edu.au/courses/courses/pc/master-of-science-in-medicine-critical-care-medicine.html
graduate-diploma-in-science-in-medicine-critical-care-medicine,graduate diploma in science in medicine critical care medicine,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-science-in-medicine-critical-care-medicine.html
graduate-certificate-in-science-in-medicine-critical-care-medicine,graduate certificate in science in medicine critical care medicine,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-science-in-medicine-critical-care-medicine.html
master-of-teaching-early-childhood,master of teaching early childhood,https://www.sydney.edu.au/courses/courses/pc/master-of-teaching-early-childhood.html
master-of-nutrition-and-dietetics0,master of nutrition and dietetics0,https://www.sydney.edu.au/courses/courses/pc/master-of-nutrition-and-dietetics0.html
graduate-diploma-in-medicine-sexual-and-reproductive-health0,graduate diploma in medicine sexual and reproductive health0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-medicine-sexual-and-reproductive-health0.html
graduate-certificate-in-science-in-medicine-sexual-and-reproductive-health0,graduate certificate in science in medicine sexual and reproductive health0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-science-in-medicine-sexual-and-reproductive-health0.html
master-of-science-in-medicine-advanced-sexual-and-reproductive-health0,master of science in medicine advanced sexual and reproductive health0,https://www.sydney.edu.au/courses/courses/pc/master-of-science-in-medicine-advanced-sexual-and-reproductive-health0.html
graduate-diploma-in-science-in-medicine-sexual-and-reproductive-health0,graduate diploma in science in medicine sexual and reproductive health0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-science-in-medicine-sexual-and-reproductive-health0.html
master-of-medicine-sexual-and-reproductive-health0,master of medicine sexual and reproductive health0,https://www.sydney.edu.au/courses/courses/pc/master-of-medicine-sexual-and-reproductive-health0.html
master-of-medicine-advanced-sexual-and-reproductive-health0,master of medicine advanced sexual and reproductive health0,https://www.sydney.edu.au/courses/courses/pc/master-of-medicine-advanced-sexual-and-reproductive-health0.html
master-of-science-in-medicine-sexual-and-reproductive-health0,master of science in medicine sexual and reproductive health0,https://www.sydney.edu.au/courses/courses/pc/master-of-science-in-medicine-sexual-and-reproductive-health0.html
graduate-certificate-in-medicine-sexual-and-reproductive-health0,graduate certificate in medicine sexual and reproductive health0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-medicine-sexual-and-reproductive-health0.html
doctor-of-dental-medicine0,doctor of dental medicine0,https://www.sydney.edu.au/courses/courses/pc/doctor-of-dental-medicine0.html
master-of-professional-accounting-and-business-performance,master of professional accounting and business performance,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-accounting-and-business-performance.html
graduate-diploma-in-professional-accounting-and-business-performance,graduate diploma in professional accounting and business performance,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-professional-accounting-and-business-performance.html
doctor-of-clinical-dentistry-special-needs-dentistry0,doctor of clinical dentistry special needs dentistry0,https://www.sydney.edu.au/courses/courses/pc/doctor-of-clinical-dentistry-special-needs-dentistry0.html
master-of-data-science0,master of data science0,https://www.sydney.edu.au/courses/courses/pc/master-of-data-science0.html
graduate-diploma-in-data-science,graduate diploma in data science,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-data-science.html
graduate-certificate-in-data-science0,graduate certificate in data science0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-data-science0.html
master-of-cybersecurity,master of cybersecurity,https://www.sydney.edu.au/courses/courses/pc/master-of-cybersecurity.html
graduate-diploma-in-cybersecurity,graduate diploma in cybersecurity,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-cybersecurity.html
graduate-certificate-in-cybersecurity,graduate certificate in cybersecurity,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-cybersecurity.html
master-of-medicine-advanced-trauma-informed-psychotherapy1,master of medicine advanced trauma informed psychotherapy1,https://www.sydney.edu.au/courses/courses/pc/master-of-medicine-advanced-trauma-informed-psychotherapy1.html
doctor-of-physiotherapy,doctor of physiotherapy,https://www.sydney.edu.au/courses/courses/pc/doctor-of-physiotherapy.html
graduate-certificate-in-human-and-community-services-interpersonal-trauma,graduate certificate in human and community services interpersonal trauma,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-human-and-community-services-interpersonal-trauma.html
master-of-computer-science,master of computer science,https://www.sydney.edu.au/courses/courses/pc/master-of-computer-science.html
master-of-computer-science-advanced-entry,master of computer science advanced entry,https://www.sydney.edu.au/courses/courses/pc/master-of-computer-science-advanced-entry.html
graduate-diploma-in-computer-science,graduate diploma in computer science,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-computer-science.html
graduate-certificate-in-computer-science,graduate certificate in computer science,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-computer-science.html
graduate-diploma-in-clinical-dentistry-advanced-restorative0,graduate diploma in clinical dentistry advanced restorative0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-clinical-dentistry-advanced-restorative0.html
graduate-certificate-in-clinical-dentistry-advanced-restorative0,graduate certificate in clinical dentistry advanced restorative0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-clinical-dentistry-advanced-restorative0.html
master-of-health-policy-and-planning,master of health policy and planning,https://www.sydney.edu.au/courses/courses/pc/master-of-health-policy-and-planning.html
graduate-diploma-in-health-policy-and-planning,graduate diploma in health policy and planning,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-health-policy-and-planning.html
graduate-certificate-in-health-policy-and-planning,graduate certificate in health policy and planning,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-health-policy-and-planning.html
master-of-film-and-screen-arts,master of film and screen arts,https://www.sydney.edu.au/courses/courses/pc/master-of-film-and-screen-arts.html
graduate-certificate-in-crosscultural-and-applied-linguistics,graduate certificate in crosscultural and applied linguistics,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-crosscultural-and-applied-linguistics.html
doctor-of-clinical-dentistry-endodontics,doctor of clinical dentistry endodontics,https://www.sydney.edu.au/courses/courses/pc/doctor-of-clinical-dentistry-endodontics.html
master-of-engineering-software-engineering,master of engineering software engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-engineering-software-engineering.html
master-of-engineering-civil-engineering0,master of engineering civil engineering0,https://www.sydney.edu.au/courses/courses/pc/master-of-engineering-civil-engineering0.html
master-of-engineering-electrical-engineering0,master of engineering electrical engineering0,https://www.sydney.edu.au/courses/courses/pc/master-of-engineering-electrical-engineering0.html
master-of-engineering-mechanical-engineering0,master of engineering mechanical engineering0,https://www.sydney.edu.au/courses/courses/pc/master-of-engineering-mechanical-engineering0.html
master-of-engineering-sustainability-and-environmental-engineering0,master of engineering sustainability and environmental engineering0,https://www.sydney.edu.au/courses/courses/pc/master-of-engineering-sustainability-and-environmental-engineering0.html
master-of-engineering-biomedical-engineering0,master of engineering biomedical engineering0,https://www.sydney.edu.au/courses/courses/pc/master-of-engineering-biomedical-engineering0.html
master-of-engineering-advanced-manufacturing,master of engineering advanced manufacturing,https://www.sydney.edu.au/courses/courses/pc/master-of-engineering-advanced-manufacturing.html
master-of-engineering-chemical-and-biomolecular-engineering0,master of engineering chemical and biomolecular engineering0,https://www.sydney.edu.au/courses/courses/pc/master-of-engineering-chemical-and-biomolecular-engineering0.html
master-of-professional-engineering-sustainability-and-environmental-engineering0,master of professional engineering sustainability and environmental engineering0,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-sustainability-and-environmental-engineering0.html
master-of-professional-engineering-civil-engineering,master of professional engineering civil engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-civil-engineering.html
master-of-professional-engineering-electrical-engineering,master of professional engineering electrical engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-electrical-engineering.html
master-of-professional-engineering-mechanical-engineering,master of professional engineering mechanical engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-mechanical-engineering.html
master-of-professional-engineering-software-engineering,master of professional engineering software engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-software-engineering.html
master-of-professional-engineering-biomedical-engineering,master of professional engineering biomedical engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-biomedical-engineering.html
master-of-professional-engineering-aerospace-engineering,master of professional engineering aerospace engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-aerospace-engineering.html
master-of-professional-engineering-chemical-and-biomolecular-engineering,master of professional engineering chemical and biomolecular engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-chemical-and-biomolecular-engineering.html
master-of-professional-engineering-accelerated-mechanical-engineering,master of professional engineering accelerated mechanical engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-accelerated-mechanical-engineering.html
master-of-professional-engineering-accelerated-civil-engineering,master of professional engineering accelerated civil engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-accelerated-civil-engineering.html
master-of-professional-engineering-accelerated-electrical-engineering,master of professional engineering accelerated electrical engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-accelerated-electrical-engineering.html
master-of-professional-engineering-accelerated-software-engineering,master of professional engineering accelerated software engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-accelerated-software-engineering.html
master-of-professional-engineering-accelerated-biomedical-engineering,master of professional engineering accelerated biomedical engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-accelerated-biomedical-engineering.html
master-of-professional-engineering-accelerated-aerospace-engineering,master of professional engineering accelerated aerospace engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-accelerated-aerospace-engineering.html
master-of-professional-engineering-accelerated-chemical-and-biomolecular-engineering,master of professional engineering accelerated chemical and biomolecular engineering,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-engineering-accelerated-chemical-and-biomolecular-engineering.html
master-of-pharmacy0,master of pharmacy0,https://www.sydney.edu.au/courses/courses/pc/master-of-pharmacy0.html
graduate-diploma-in-building-performance-and-sustainable-design,graduate diploma in building performance and sustainable design,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-building-performance-and-sustainable-design.html
graduate-certificate-in-building-performance-and-sustainable-design,graduate certificate in building performance and sustainable design,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-building-performance-and-sustainable-design.html
master-of-building-performance-and-sustainable-design,master of building performance and sustainable design,https://www.sydney.edu.au/courses/courses/pc/master-of-building-performance-and-sustainable-design.html
master-of-nursing,master of nursing,https://www.sydney.edu.au/courses/courses/pc/master-of-nursing.html
master-of-business-administration-technology-and-digital-strategy,master of business administration technology and digital strategy,https://www.sydney.edu.au/courses/courses/pc/master-of-business-administration-technology-and-digital-strategy.html
graduate-diploma-in-business-administration-technology-and-digital-strategy,graduate diploma in business administration technology and digital strategy,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-business-administration-technology-and-digital-strategy.html
graduate-certificate-in-business-administration-technology-and-digital-strategy,graduate certificate in business administration technology and digital strategy,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-business-administration-technology-and-digital-strategy.html
sydney-professional-certificate-in-oncoplastic-breast-surgery0,sydney professional certificate in oncoplastic breast surgery0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-oncoplastic-breast-surgery0.html
sydney-professional-certificate-in-retrieval-medicine0,sydney professional certificate in retrieval medicine0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-retrieval-medicine0.html
sydney-professional-certificate-in-neurological-electrodiagnosis0,sydney professional certificate in neurological electrodiagnosis0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-neurological-electrodiagnosis0.html
sydney-professional-certificate-in-metabolic-management0,sydney professional certificate in metabolic management0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-metabolic-management0.html
sydney-professional-certificate-in-metabolic-health0,sydney professional certificate in metabolic health0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-metabolic-health0.html
sydney-professional-certificate-in-leadership-in-health0,sydney professional certificate in leadership in health0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-leadership-in-health0.html
sydney-professional-certificate-in-qualitative-health-research0,sydney professional certificate in qualitative health research0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-qualitative-health-research0.html
sydney-professional-certificate-in-psychology-of-pain0,sydney professional certificate in psychology of pain0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-psychology-of-pain0.html
sydney-professional-certificate-in-orofacial-pain-science0,sydney professional certificate in orofacial pain science0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-orofacial-pain-science0.html
sydney-professional-certificate-in-biostatistics-in-health0,sydney professional certificate in biostatistics in health0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-biostatistics-in-health0.html
sydney-professional-certificate-in-diagnostic-electroencephalography-eeg0,sydney professional certificate in diagnostic electroencephalography eeg0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-diagnostic-electroencephalography-eeg0.html
sydney-professional-certificate-in-diabetes-management0,sydney professional certificate in diabetes management0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-diabetes-management0.html
sydney-professional-certificate-in-foundations-in-higher-education0,sydney professional certificate in foundations in higher education0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-foundations-in-higher-education0.html
sydney-professional-certificate-in-intensive-care-medicine0,sydney professional certificate in intensive care medicine0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-intensive-care-medicine0.html
sydney-professional-certificate-in-intraoperative-neuromonitoring0,sydney professional certificate in intraoperative neuromonitoring0,https://www.sydney.edu.au/courses/courses/pc/sydney-professional-certificate-in-intraoperative-neuromonitoring0.html
graduate-diploma-in-teaching-english-to-speakers-of-other-languages,graduate diploma in teaching english to speakers of other languages,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-teaching-english-to-speakers-of-other-languages.html
graduate-certificate-in-teaching-english-to-speakers-of-other-languages,graduate certificate in teaching english to speakers of other languages,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-teaching-english-to-speakers-of-other-languages.html
master-of-teaching-english-to-speakers-of-other-languages,master of teaching english to speakers of other languages,https://www.sydney.edu.au/courses/courses/pc/master-of-teaching-english-to-speakers-of-other-languages.html
master-of-education-educational-leadership0,master of education educational leadership0,https://www.sydney.edu.au/courses/courses/pc/master-of-education-educational-leadership0.html
master-of-education-educational-psychology0,master of education educational psychology0,https://www.sydney.edu.au/courses/courses/pc/master-of-education-educational-psychology0.html
master-of-education0,master of education0,https://www.sydney.edu.au/courses/courses/pc/master-of-education0.html
graduate-diploma-in-educational-studies-educational-psychology0,graduate diploma in educational studies educational psychology0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-educational-studies-educational-psychology0.html
graduate-diploma-in-educational-studies-educational-leadership0,graduate diploma in educational studies educational leadership0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-educational-studies-educational-leadership0.html
graduate-diploma-in-educational-studies0,graduate diploma in educational studies0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-educational-studies0.html
graduate-certificate-in-educational-studies-educational-psychology0,graduate certificate in educational studies educational psychology0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-educational-studies-educational-psychology0.html
graduate-certificate-in-educational-studies0,graduate certificate in educational studies0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-educational-studies0.html
graduate-certificate-in-educational-studies-educational-leadership0,graduate certificate in educational studies educational leadership0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-educational-studies-educational-leadership0.html
graduate-certificate-in-educational-studies-higher-education0,graduate certificate in educational studies higher education0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-educational-studies-higher-education0.html
graduate-diploma-in-educational-studies-leadership-in-aboriginal-education0,graduate diploma in educational studies leadership in aboriginal education0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-educational-studies-leadership-in-aboriginal-education0.html
graduate-certificate-in-educational-studies-leadership-in-aboriginal-education0,graduate certificate in educational studies leadership in aboriginal education0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-educational-studies-leadership-in-aboriginal-education0.html
master-of-education-leadership-in-aboriginal-education0,master of education leadership in aboriginal education0,https://www.sydney.edu.au/courses/courses/pc/master-of-education-leadership-in-aboriginal-education0.html
graduate-diploma-in-educational-studies-special-and-inclusive-education1,graduate diploma in educational studies special and inclusive education1,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-educational-studies-special-and-inclusive-education1.html
graduate-certificate-in-educational-studies-special-and-inclusive-education1,graduate certificate in educational studies special and inclusive education1,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-educational-studies-special-and-inclusive-education1.html
master-of-education-special-and-inclusive-education1,master of education special and inclusive education1,https://www.sydney.edu.au/courses/courses/pc/master-of-education-special-and-inclusive-education1.html
graduate-diploma-in-heritage-conservation0,graduate diploma in heritage conservation0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-heritage-conservation0.html
graduate-certificate-in-heritage-conservation0,graduate certificate in heritage conservation0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-heritage-conservation0.html
master-of-heritage-conservation0,master of heritage conservation0,https://www.sydney.edu.au/courses/courses/pc/master-of-heritage-conservation0.html
master-of-advanced-nursing-practice0,master of advanced nursing practice0,https://www.sydney.edu.au/courses/courses/pc/master-of-advanced-nursing-practice0.html
graduate-diploma-in-sustainability0,graduate diploma in sustainability0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-sustainability0.html
master-of-sustainability0,master of sustainability0,https://www.sydney.edu.au/courses/courses/pc/master-of-sustainability0.html
graduate-certificate-in-sustainability0,graduate certificate in sustainability0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-sustainability0.html
master-of-digital-health-and-data-science0,master of digital health and data science0,https://www.sydney.edu.au/courses/courses/pc/master-of-digital-health-and-data-science0.html
graduate-certificate-in-digital-health-and-data-science0,graduate certificate in digital health and data science0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-digital-health-and-data-science0.html
graduate-diploma-in-agriculture-and-environment0,graduate diploma in agriculture and environment0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-agriculture-and-environment0.html
master-of-environmental-science0,master of environmental science0,https://www.sydney.edu.au/courses/courses/pc/master-of-environmental-science0.html
graduate-diploma-in-environmental-science0,graduate diploma in environmental science0,https://www.sydney.edu.au/courses/courses/pc/graduate-diploma-in-environmental-science0.html
master-of-environmental-science-and-law0,master of environmental science and law0,https://www.sydney.edu.au/courses/courses/pc/master-of-environmental-science-and-law0.html
